question,df_answer,llm_answer,total_time,BS_precision,BS_recall,BS_F1,similarity_value,is_similar
Quem estava encarregado do exército papal na Guerra de Barbastro?,Guilherme de Montreuil,Guilherme de Montreuil.,2.0629794597625732,0.7763279676437378,0.8324832916259766,0.8043458461761475,0.9846639633178711,1
Quando ocorreu o cerco de Antioquia?,1097,O cerco de Antioquia ocorreu em 1107.,2.536243200302124,0.026110045611858368,0.08617657423019409,0.05685704946517944,0.21861578524112701,1
Qual era o nome do sobrinho de Bohemond?,Tancred,Tancred.,1.006096601486206,0.5943317413330078,0.6225318312644958,0.6088536977767944,0.9673949480056763,1
Em que grande conquista Tancred jogou um papel?,Jerusalém,Na conquista de Jerusalém.,2.0410776138305664,0.2949972450733185,0.48481127619743347,0.3864157795906067,0.672826886177063,1
Quanto tempo a Europa Ocidental controlou Chipre?,380 anos,380 anos.,1.9477434158325195,0.7054131031036377,0.7464425563812256,0.726110577583313,0.9837689399719238,1
O que arruinou os planos de Richard para alcançar o Acre?,uma tempestade,Uma tempestade dispersou a frota.,2.110666036605835,0.08153782784938812,0.31540021300315857,0.1923622041940689,0.7284291982650757,1
Quem era a noiva de Richard?,Berengaria,Isaac ofereceu sua filha em casamento a Richard.,1.8036212921142578,0.01840837672352791,0.14281368255615234,0.07964716106653214,0.31604260206222534,1
Em que ano a tempestade atingiu a frota de Richard?,1191,1191.,1.090754747390747,0.6054667234420776,0.636652946472168,0.6214467883110046,0.9774881601333618,1
Quem governou Chipre em 1191?,Isaac Komnenos,Richard nomeou Richard de Camville e Robert de Thornham como governadores de Chipre em 1191.,1.1080667972564697,-0.004405828658491373,0.10211950540542603,0.048480480909347534,0.1576138585805893,0
Quem era o rival de Guy?,Conrad de Montferrat,Conrad de Montferrat.,2.636859655380249,0.7793585658073425,0.8300780057907104,0.8047160506248474,0.9878363609313965,1
De que foram feitas as correntes de Isaac?,prata,As correntes de Isaac foram feitas de N/A.,2.745633840560913,-0.021622056141495705,0.021091507747769356,0.0007653239881619811,0.2360163927078247,1
Quem liderou as tropas de Richard quando Chipre foi conquistado?,Guy de Lusignan,Guy de Lusignan.,0.9385514259338379,0.7766669988632202,0.8199084401130676,0.7983629703521729,0.9789799451828003,1
De que continente estão as Ilhas Canárias ao largo da costa?,África,África.,2.376063823699951,0.6039645075798035,0.6407773494720459,0.6227152943611145,0.9409533739089966,1
Quem se tornou o rei das Ilhas Canárias?,Bethencourt,Guy de Lusignan.,1.2814979553222656,0.02204887382686138,0.02323782630264759,0.023910801857709885,0.18022409081459045,0
Quem comprou os direitos?,Enrique Pérez de Guzmán,BSkyB e BBC.,3.468273639678955,0.03428058326244354,-0.014019491150975227,0.011077814735472202,0.08648017793893814,0
Quem vendeu os direitos?,Maciot de Bethencourt,BSkyB.,3.1776041984558105,0.02362239547073841,-0.08619759976863861,-0.03173736482858658,0.09347070753574371,0
Onde estão Jersey e Guernsey,Ilhas do Canal,Jersey e Guernsey estão nas Ilhas do Canal.,3.3642578125,0.26392418146133423,0.606522798538208,0.42231202125549316,0.5745662450790405,1
Quantos costumes tem o direito costumeiro normando?,dois,Dois costumes.,1.7753922939300537,0.3688575029373169,0.38935717940330505,0.37986207008361816,0.7476580739021301,1
Qual é o idioma da arquitetura normanda?,Românico,Românico.,1.094874620437622,0.6626918911933899,0.7062755227088928,0.6846945881843567,0.9801937341690063,1
Que tipo de arcos possui a arquitetura Norman?,arredondado,A arquitetura normanda possui arcos arredondados.,0.9978702068328857,0.29487544298171997,0.44896548986434937,0.3698897361755371,0.6255941390991211,1
Que tipo de arquitetura veio depois de Norman na Inglaterra?,Início gótico,Gótico.,1.1440701484680176,0.28370004892349243,0.28383880853652954,0.28469860553741455,0.7177091836929321,1
Que tipo de arquitetura veio antes de Norman na Inglaterra?,Anglo-saxão,A arquitetura anglo-saxã.,0.9590754508972168,0.4951130151748657,0.6317631006240845,0.5619547367095947,0.683666467666626,1
Em que lugar tinha o estilo arquitetônico árabe normando?,Sicília,"No sul da Itália, no Reino da Sicília.",1.3531370162963867,0.20251187682151794,0.4768386781215668,0.3313755989074707,0.47967854142189026,1
Quando a reforma da igreja começou?,início do século 11,A reforma da igreja começou na França entre 1550 e 1580.,2.313960552215576,0.17521712183952332,0.2152440994977951,0.19606396555900574,0.398202121257782,1
Quem usou a igreja para se unir?,duques,N/A.,2.6282761096954346,0.007299594581127167,0.031714897602796555,0.02069266140460968,0.14368005096912384,0
Quando foram as guerras religiosas francesas?,Século XVI,1562 a 1598.,1.120408058166504,0.10490144789218903,-0.02332662232220173,0.039694275707006454,0.344605028629303,1
Que tipo de bordado foi usado na criação da tapeçaria de Bayeux?,bordado,Bordado de tapeçaria.,0.8772273063659668,0.3935500979423523,0.5179577469825745,0.4546765983104706,0.7375537753105164,1
Qual é a peça mais conhecida da arte normanda?,Tapeçaria de Bayeux,N/A,1.2569997310638428,0.1732226014137268,0.0630582720041275,0.11763214319944382,0.09265293180942535,0
Quem encomendou a tapeçaria?,Odo,Marco Polo.,1.1803956031799316,0.24005481600761414,0.13302035629749298,0.1860893815755844,0.1774383783340454,0
Qual é o tipo mais importante de arte normanda preservada nas igrejas?,mosaicos,Mosaicos.,1.0135843753814697,0.43040794134140015,0.422461599111557,0.42717161774635315,0.9667870998382568,1
Em que século ocorreram importantes desenvolvimentos da música clássica na Normandia?,11º,Século XI.,0.7097134590148926,-0.12332762032747269,-0.11512196063995361,-0.1177838146686554,0.24907809495925903,1
Quem eram os dois abades na Abadia de Fécamp?,Guilherme de Volpiano e João de Ravena,N/A.,1.0119738578796387,0.01650216616690159,-0.12056717276573181,-0.053487878292798996,0.10942595452070236,0
Para onde os monges fugiram?,Sul da Italia,N/A.,2.0870535373687744,0.13603676855564117,0.11340878158807755,0.12578903138637543,0.18203401565551758,0
Que mosteiro os monges de Saint-Evroul estabeleceram na Itália?,Mosteiro latino em Sant'Eufemia.,N/A.,1.170403003692627,0.034443289041519165,-0.15107855200767517,-0.0621320977807045,0.08850329369306564,0
Quem frequentou os monges na Itália?,Robert Guiscard,Normandos.,1.52329421043396,0.26390916109085083,0.09189222007989883,0.1750645488500595,0.24396072328090668,1
Por que tradição os monges de Saint-Evroul eram conhecidos?,cantando,N/A,8.200534105300903,0.20435954630374908,0.2517003118991852,0.2287420630455017,0.1639910638332367,0
Que ramo da ciência da computação teórica lida com a classificação ampla de problemas computacionais por dificuldade e classe de relacionamento?,Teoria da complexidade computacional,Teoria da complexidade computacional.,1.0626447200775146,0.860885739326477,0.8966662883758545,0.8788095116615295,0.9855855703353882,1
Por qual atributo principal os problemas computacionais são classificados utilizando a teoria da complexidade computacional?,dificuldade inerente,Pela dificuldade inerente.,0.8483052253723145,0.6637583374977112,0.7599794268608093,0.7112880349159241,0.7662128210067749,1
Qual é o termo para uma tarefa que geralmente se presta a ser resolvida por um computador?,problemas computacionais,Problema computacional.,1.782670497894287,0.5967716574668884,0.6147436499595642,0.6062340140342712,0.9463838338851929,1
Que medida de um problema computacional define amplamente a dificuldade inerente da solução?,se sua solução requer recursos significativos,Complexidade computacional.,0.8806877136230469,0.10059282183647156,0.11514928936958313,0.10899874567985535,0.45261555910110474,1
Que método é usado para avaliar ou quantificar intuitivamente a quantidade de recursos necessários para resolver um problema computacional?,modelos matemáticos de computação,Complexidade computacional.,1.1166112422943115,0.4723597764968872,0.4396832585334778,0.4566047787666321,0.5642317533493042,1
Quais são os dois principais recursos básicos usados para medir a complexidade?,tempo e armazenamento,Tempo e espaço.,1.0827622413635254,0.365572988986969,0.26094502210617065,0.31280317902565,0.6667831540107727,1
Qual unidade é medida para determinar a complexidade do circuito?,número de portas em um circuito,Tempo.,1.3873405456542969,0.06391516327857971,-0.1329362392425537,-0.03892620652914047,0.13691362738609314,0
Qual o papel prático que define a complexidade dos problemas na computação cotidiana?,determinar os limites práticos sobre o que os computadores podem ou não fazer,"Recursos necessários para resolvê-los, como tempo e armazenamento.",1.6568455696105957,0.04176196828484535,0.03532886505126953,0.03978667035698891,0.3442634046077728,1
Quais dois campos da ciência da computação teórica refletem de perto a teoria da complexidade computacional?,análise de algoritmos e teoria da computabilidade,Análise de algoritmos e teoria da computabilidade.,1.0368521213531494,0.673072338104248,0.7740726470947266,0.7228847146034241,0.9785034656524658,1
Que campo da ciência da computação analisa os requisitos de recursos de um algoritmo específico isolado em um dado problema?,análise de algoritmos,A teoria da complexidade computacional.,1.179502010345459,0.29110750555992126,0.4108828008174896,0.3500998616218567,0.39446747303009033,1
Que campo da ciência da computação analisa todos os algoritmos possíveis de maneira agregada para determinar os requisitos de recursos necessários para resolver um determinado problema?,teoria da complexidade computacional,Teoria da complexidade computacional.,1.2031822204589844,0.8237002491950989,0.856665849685669,0.8402835726737976,0.9855855703353882,1
Qual campo da ciência da computação está preocupado principalmente em determinar a probabilidade de um problema ser resolvido ou não por meio de algoritmos?,teoria da computabilidade,Teoria da complexidade computacional.,1.8011009693145752,0.6117376685142517,0.6629500985145569,0.6375349164009094,0.7476128339767456,1
Qual é o nome dado à sequência de entrada de um problema computacional?,instância do problema,Instância do problema.,0.8675556182861328,0.6315266489982605,0.5815415382385254,0.6067761182785034,0.9782367944717407,1
"Na teoria da complexidade computacional, qual é o termo dado para descrever a questão abstrata da linha de base que precisa ser resolvida?",o problema,Problema computacional.,1.1525473594665527,0.12099248170852661,0.23546236753463745,0.17756162583827972,0.48354876041412354,1
Uma instância de problema é tipicamente caracterizada como abstrata ou concreta?,concreto,Abstrata.,0.7820260524749756,0.19576266407966614,0.22855468094348907,0.21304048597812653,0.4853116571903229,1
Qual é o outro nome para qualquer medida de entrada associada a um problema?,instâncias,Medida de entrada.,1.1229398250579834,0.21124589443206787,0.14620719850063324,0.1792350709438324,0.27076077461242676,1
Qual é o termo geral usado para descrever a saída para qualquer entrada em uma instância de problema?,solução,Solução.,1.2839794158935547,0.53090500831604,0.5539047718048096,0.5429395437240601,0.980039119720459,1
Em quantos quilômetros o problema do vendedor ambulante procura classificar uma rota entre as 15 maiores cidades da Alemanha?,2000,2.000 quilômetros.,3.0386481285095215,-0.059546858072280884,0.05110924318432808,-0.0047072758898139,0.3138292729854584,1
Qual é o exemplo de um exemplo que a resposta quantitativa ao problema do vendedor ambulante falha em responder?,ida e volta em todos os sites de Milão,A viagem de ida e volta por todos os locais em Milão com comprimento total de no máximo 10 km.,2.652458429336548,0.34962379932403564,0.6046507954597473,0.4703986942768097,0.650734543800354,1
O que a teoria da complexidade computacional procura mais especificamente responder?,problemas computacionais,A teoria da complexidade computacional procura responder sobre a dificuldade inerente dos problemas computacionais.,2.4709646701812744,0.2636476159095764,0.6772209405899048,0.451560378074646,0.7888944745063782,1
"Em um problema computacional, o que pode ser descrito como uma string sobre um alfabeto?",instância do problema,Uma string sobre um alfabeto pode ser descrita como uma sequência de bits.,1.5981554985046387,0.18731054663658142,0.11891578137874603,0.15358750522136688,0.18974536657333374,0
Qual é o nome do alfabeto mais usado em uma instância de problema?,alfabeto binário,Alfabeto binário.,0.9817242622375488,0.43480098247528076,0.5195754766464233,0.4770459234714508,0.9875661730766296,1
Qual é outro termo para a sequência de uma instância do problema?,bitstrings,Instância do problema.,0.826791524887085,0.1202704980969429,0.00992563460022211,0.06460397690534592,0.08015632629394531,0
"Na codificação de objetos matemáticos, como é comum a expressão de números inteiros?",notação binária,Na notação binária.,0.7701864242553711,0.5280542373657227,0.6294411420822144,0.5781728625297546,0.93455970287323,1
Qual é a maneira pela qual os gráficos podem ser codificados?,matrizes de adjacência,Os gráficos podem ser codificados diretamente através de suas matrizes de adjacência ou codificando suas listas de adjacência em binário.,2.515669584274292,0.27130642533302307,0.5735302567481995,0.4124855697154999,0.7138568162918091,1
Que tipo de problemas são um dos principais tópicos estudados na teoria da complexidade computacional?,Problemas de decisão,Problemas computacionais.,0.7240278720855713,0.2440597116947174,0.4095974266529083,0.3243457078933716,0.6176611185073853,1
Quais são as duas respostas simples de palavras para um problema de decisão?,sim ou não,Sim ou Não.,0.9433369636535645,0.5226576328277588,0.5186830163002014,0.5212903022766113,0.9843490719795227,1
Quais são as duas respostas inteiras para um problema de decisão?,1 ou 0,N/A,1.064549446105957,0.29691025614738464,0.29687976837158203,0.297806978225708,0.23246558010578156,1
Qual será a saída para um membro do idioma de um problema de decisão?,sim,A saída para um membro do idioma de um problema de decisão é 'sim'.,1.7225532531738281,-0.06632404774427414,0.2585703134536743,0.08272493630647659,0.4811343848705292,1
Qual resposta indica que um algoritmo aceitou uma sequência de entrada?,sim,"Se o algoritmo retornar a resposta ""sim"", ele aceita a sequência de entrada.",1.6030573844909668,-0.10210181027650833,0.09540008753538132,-0.007748865056782961,0.5017322897911072,1
Que tipo de gráfico é um exemplo de entrada usado em um problema de decisão?,gráfico arbitrário,Um gráfico conectado.,1.4381914138793945,0.34408581256866455,0.25831493735313416,0.3011966645717621,0.6806458234786987,1
Qual é o termo para o conjunto de todos os gráficos conectados relacionados a esse problema de decisão?,linguagem formal,"O termo é ""conjunto de todos os gráficos conectados"".",1.3780503273010254,0.007223902735859156,0.16797511279582977,0.08519745618104935,0.17566490173339844,0
Que decisão de codificação precisa ser tomada para determinar uma definição exata da linguagem formal?,como os gráficos são codificados como cadeias binárias,Manter a independência da escolha da codificação de entrada.,1.2676465511322021,0.2799552083015442,0.23871855437755585,0.2600831985473633,0.5305169820785522,1
Um problema de função é um exemplo de quê?,um problema computacional,Computacional.,0.8679518699645996,0.4750463664531708,0.342457115650177,0.40745264291763306,0.7753071784973145,1
Quantas saídas são esperadas para cada entrada em um problema de função?,uma única saída,Uma saída.,1.0471837520599365,0.5886030793190002,0.5160655379295349,0.5523363351821899,0.8390308618545532,1
O problema do vendedor ambulante é um exemplo de que tipo de problema?,Um problema de função,Problema de otimização.,2.4008724689483643,0.20259904861450195,0.29274141788482666,0.247609943151474,0.657581090927124,1
"Além do problema do vendedor ambulante, qual é outro exemplo de problema de função?",o problema de fatoração de número inteiro,Problema da fatoração de número inteiro.,2.089742660522461,0.7516620755195618,0.7685310244560242,0.7603787779808044,0.9747949838638306,1
A saída de um problema funcional é tipicamente caracterizada por uma resposta simples ou complexa?,complexo,Complexa.,0.9806137084960938,0.23460887372493744,0.23430106043815613,0.23544810712337494,0.839250922203064,1
Como os problemas de função geralmente podem ser reapresentados?,problemas de decisão,Os problemas de função geralmente podem ser reapresentados como problemas de decisão.,1.15116286277771,0.2539878189563751,0.6293997764587402,0.4260851740837097,0.6504908800125122,1
"Se dois números inteiros são multiplicados e produzem um valor, como é chamado esse conjunto de expressões?",conjunto de triplos,Produto.,0.7960052490234375,0.07280299812555313,-0.016670284792780876,0.028181465342640877,0.4596708416938782,1
Qual é uma medida comumente usada para determinar a complexidade de um problema computacional?,quanto tempo o melhor algoritmo requer para resolver o problema,Tempo e armazenamento.,0.8319997787475586,0.06636156886816025,-0.04053518548607826,0.01254336629062891,0.423483669757843,1
Qual é uma variável na qual o tempo de execução pode ser contingente?,a instância,Tempo de execução.,1.4496839046478271,0.04276149347424507,0.048086121678352356,0.046657949686050415,0.23598431050777435,1
Como é calculado o tempo necessário para obter a solução para um problema?,como uma função do tamanho da instância,"O tempo necessário para resolver um problema é calculado em função do tamanho da instância, geralmente considerado o tamanho da entrada em bits.",1.2541899681091309,0.33277276158332825,0.5511618256568909,0.43716299533843994,0.6136559247970581,1
Em que unidade é medido o tamanho da entrada?,bits,N/A,2.838932514190674,0.28633663058280945,0.32571694254875183,0.3067343533039093,0.2405446469783783,1
A teoria da complexidade procura definir a relação entre a escala de algoritmos com relação a qual outra variável?,um aumento no tamanho da entrada,Escala de algoritmos e recursos.,0.9797098636627197,0.2373090386390686,0.18534168601036072,0.21199911832809448,0.4665776789188385,1
"Qual tese afirma que a solução para um problema é solucionável com recursos razoáveis, assumindo que ele permita um algoritmo de tempo polinomial?",Tese de Cobham,Tese de Cobham-Edmonds.,0.8497304916381836,0.5767276883125305,0.749055027961731,0.660206139087677,0.914530873298645,1
"Se o tamanho da entrada for igual a n, o que pode ser assumido, respectivamente, é a função de n?",o tempo gasto,T (n) é um polinômio em n.,1.020061731338501,-0.11140838265419006,-0.02210077829658985,-0.06658238172531128,0.37397557497024536,1
Qual termo corresponde à medida máxima de tempo em todas as funções de n?,pior complexidade de tempo,Tempo máximo.,1.5162992477416992,0.3956783711910248,0.10449064522981644,0.24028168618679047,0.6229230165481567,1
Como a complexidade do tempo do pior caso é escrita como uma expressão?,T (n),O tempo do pior caso é escrito como uma expressão usando a notação Big-O.,1.0379741191864014,-0.009875227697193623,0.1101338267326355,0.049319785088300705,0.16105680167675018,0
"Assumindo que T representa um polinômio em T (n), qual é o termo dado ao algoritmo correspondente?",algoritmo de tempo polinomial,Polinômio.,0.7293407917022705,0.029186086729168892,-0.024769039824604988,0.003080356400460005,0.4952262043952942,1
Qual é o termo para um modelo matemático que representa teoricamente uma máquina de computação geral?,Uma máquina de Turing,Máquina de Turing.,1.0282666683197021,0.59641033411026,0.587273359298706,0.5923624038696289,0.9220262765884399,1
É geralmente assumido que uma máquina de Turing pode resolver qualquer coisa capaz de ser resolvida usando o quê?,um algoritmo,Um algoritmo.,1.0823261737823486,0.7254381775856018,0.7794923186302185,0.7524897456169128,0.9785770177841187,1
Qual é o modelo mais comum utilizado na teoria da complexidade?,a máquina de Turing,N/A,0.8389987945556641,0.13747653365135193,0.11645406484603882,0.12803815305233002,0.27126020193099976,1
O que uma máquina de Turing manipula em uma tira de fita?,símbolos,Símbolos.,1.5731840133666992,0.21992138028144836,0.3073626160621643,0.26362988352775574,0.9827935099601746,1
Qual é geralmente considerada a iteração mais básica de uma máquina de Turing?,Uma máquina determinística de Turing,Estado inicial.,1.050933599472046,0.2240663319826126,0.02756265178322792,0.12171106785535812,0.24684366583824158,1
